Molecule,mpC
CMP014900,150
CMP014901,60
CMP014902,37.2
CMP014903,-9
CMP014904,113
CMP014905,288
CMP014906,141.5
CMP014907,-48
CMP014908,210
CMP014909,182
CMP014910,-42
CMP014911,-31
CMP014912,-25
CMP014913,139
CMP014914,17
CMP014915,-43.8
CMP014916,70
CMP014917,39
CMP014918,-34
CMP014919,147.5
CMP014920,95
CMP014921,281
CMP014922,80
CMP014923,-58
CMP014924,56.5
CMP014925,30.5
CMP014926,-9
CMP014927,125
CMP014928,187
CMP014929,32
CMP014930,24
CMP014931,345
CMP014932,249
CMP014933,61
CMP014934,72
CMP014935,205
CMP014936,138
CMP014937,237
CMP014938,2
CMP014939,179
CMP014940,41.5
CMP014941,-34
CMP014942,225
CMP014943,135
CMP014944,-24.8
CMP014945,17
CMP014946,75
CMP014947,20
CMP014948,15
CMP014949,273
CMP014950,89
CMP014951,147
CMP014952,-42
CMP014953,32
CMP014954,77
CMP014955,154
CMP014956,238
CMP014957,195
CMP014958,240.5
CMP014959,332
CMP014960,57
CMP014961,114
CMP014962,88
CMP014963,-20
CMP014964,134
CMP014965,53
CMP014966,-38
CMP014967,94
CMP014968,58
CMP014969,11.8
CMP014970,111
CMP014971,126.5
CMP014972,110
CMP014973,111
CMP014974,2
CMP014975,-55
CMP014976,107
CMP014977,177
CMP014978,15.5
CMP014979,225
CMP014980,181
CMP014981,171.5
CMP014982,106
CMP014983,271
CMP014984,250
CMP014985,199
CMP014986,199
CMP014987,132
CMP014988,127.5
CMP014989,36
CMP014990,125
CMP014991,36
CMP014992,86.5
CMP014993,80.5
CMP014994,71
CMP014995,226
CMP014996,205
CMP014997,146
CMP014998,250
CMP014999,-2
CMP015000,28.5
CMP015001,-131
CMP015002,-169
CMP015003,-47
CMP015004,-7.4
CMP015005,53
CMP015006,135
CMP015007,32
CMP015008,-48
CMP015009,45
CMP015010,-36
CMP015011,-18
CMP015012,7.5
CMP015013,83.6
CMP015014,-44.5
CMP015015,-65
CMP015016,-123
CMP015017,-94
CMP015018,-21.5
CMP015019,-122
CMP015020,208
CMP015021,-44
CMP015022,58
CMP015023,-103
CMP015024,44
CMP015025,229.5
CMP015026,27
CMP015027,21
CMP015028,-13
CMP015029,167
CMP015030,159
CMP015031,171
CMP015032,303
CMP015033,159
CMP015034,97
CMP015035,90
CMP015036,52
CMP015037,200
CMP015038,154.5
CMP015039,-23
CMP015040,-17
CMP015041,-58
CMP015042,96.5
CMP015043,50
CMP015044,37
CMP015045,176
CMP015046,-103
CMP015047,22
CMP015048,-101
CMP015049,293
CMP015050,4
CMP015051,-68
CMP015052,58
CMP015053,9.4
CMP015054,21
CMP015055,48
CMP015056,-97
CMP015057,-60
CMP015058,121
CMP015059,68.5
CMP015060,-10
CMP015061,73.5
CMP015062,15.5
CMP015063,51
CMP015064,38.5
CMP015065,-72.5
CMP015066,0
CMP015067,-22
CMP015068,-23
CMP015069,162
CMP015070,95
CMP015071,26
CMP015072,142
CMP015073,-5
CMP015074,39
CMP015075,61.5
CMP015076,20
CMP015077,19
CMP015078,-46
CMP015079,122
CMP015080,149
CMP015081,-52
CMP015082,34
CMP015083,304.5
CMP015084,203
CMP015085,300
CMP015086,176
CMP015087,92
CMP015088,270
CMP015089,-68
CMP015090,-32
CMP015091,-76
CMP015092,35
CMP015093,-70
CMP015094,-83
CMP015095,160
CMP015096,2
CMP015097,77.5
CMP015098,171.5
CMP015099,63
CMP015100,-40
CMP015101,-26
CMP015102,-70
CMP015103,199
CMP015104,75
CMP015105,36
CMP015106,-4.5
CMP015107,45.5
CMP015108,232
CMP015109,-21
CMP015110,210
CMP015111,19.5
CMP015112,78.5
CMP015113,87.5
CMP015114,142
CMP015115,57
CMP015116,-43.5
CMP015117,-15
CMP015118,-44
CMP015119,17.5
CMP015120,60
CMP015121,-107
CMP015122,-4
CMP015123,-6
CMP015124,123.5
CMP015125,-35
CMP015126,66
CMP015127,-47
CMP015128,50
CMP015129,-100
CMP015130,125
CMP015131,54.5
CMP015132,28
CMP015133,164
CMP015134,170
CMP015135,-10
CMP015136,199
CMP015137,218
CMP015138,70
CMP015139,239
CMP015140,179
CMP015141,38
CMP015142,173
CMP015143,56
CMP015144,56
CMP015145,152
CMP015146,58.5
CMP015147,44.5
CMP015148,177
CMP015149,224
CMP015150,-128
CMP015151,126.5
CMP015152,197
CMP015153,-94
CMP015154,79
CMP015155,69
CMP015156,121
CMP015157,146.5
CMP015158,74
CMP015159,69
CMP015160,12
CMP015161,90
CMP015162,-46
CMP015163,122
CMP015164,26
CMP015165,70.5
CMP015166,30.5
CMP015167,9
CMP015168,-7.5
CMP015169,136
CMP015170,20.5
CMP015171,33.5
CMP015172,7
CMP015173,16
CMP015174,131.5
CMP015175,176.5
CMP015176,160
CMP015177,108
CMP015178,54.5
CMP015179,161.5
CMP015180,283
CMP015181,48
CMP015182,152.5
CMP015183,64.5
CMP015184,205.5
CMP015185,55
CMP015186,218
CMP015187,-38
CMP015188,-55
CMP015189,325
CMP015190,207
CMP015191,67
CMP015192,70.5
CMP015193,125
CMP015194,144
CMP015195,144
CMP015196,68.5
CMP015197,157
CMP015198,253
CMP015199,70
CMP015200,8
CMP015201,-85
CMP015202,49
CMP015203,-6
CMP015204,219
CMP015205,71
CMP015206,36.5
CMP015207,2
CMP015208,201.5
CMP015209,197.5
CMP015210,49
CMP015211,74
CMP015212,127.5
CMP015213,205
CMP015214,105
CMP015215,236
CMP015216,180.5
CMP015217,227
CMP015218,184
CMP015219,139
CMP015220,57
CMP015221,172
CMP015222,30
CMP015223,111
CMP015224,169
CMP015225,295
CMP015226,300
CMP015227,96
CMP015228,11
CMP015229,109
CMP015230,-75
CMP015231,-63
CMP015232,57
CMP015233,55
CMP015234,-73
CMP015235,-26
CMP015236,108
CMP015237,9
CMP015238,142
CMP015239,-89
CMP015240,7
CMP015241,-118
CMP015242,-13
CMP015243,150.5
CMP015244,10
CMP015245,-94
CMP015246,-90
CMP015247,-62
CMP015248,109
CMP015249,-76
CMP015250,-76
CMP015251,-59
CMP015252,-90
CMP015253,75
CMP015254,-70
CMP015255,-60
CMP015256,-28
CMP015257,108
CMP015258,73.5
CMP015259,15
CMP015260,-36
CMP015261,26
CMP015262,135
CMP015263,192
CMP015264,170.5
CMP015265,41
CMP015266,61
CMP015267,-38
CMP015268,94
CMP015269,162.5
CMP015270,-104
CMP015271,38.5
CMP015272,-90
CMP015273,34.5
CMP015274,-109
CMP015275,118
CMP015276,5
CMP015277,-85
CMP015278,74
CMP015279,28
CMP015280,80
CMP015281,65
CMP015282,102
CMP015283,101
CMP015284,253
CMP015285,107.5
CMP015286,-65
CMP015287,106
CMP015288,129
CMP015289,105
CMP015290,-137
CMP015291,-134
CMP015292,2.6
CMP015293,-89
CMP015294,136
CMP015295,-80
CMP015296,-112
CMP015297,-135
CMP015298,-7
CMP015299,-154
CMP015300,-40
CMP015301,-140
CMP015302,-108
CMP015303,-67
CMP015304,25
CMP015305,-65
CMP015306,-91
CMP015307,-72
CMP015308,-70
CMP015309,111
CMP015310,122
CMP015311,156
CMP015312,72
CMP015313,138.5
CMP015314,147
CMP015315,-47
CMP015316,31
CMP015317,93
CMP015318,44
CMP015319,-93
CMP015320,89.5
CMP015321,82
CMP015322,119
CMP015323,12
CMP015324,161
CMP015325,12
CMP015326,153
CMP015327,-27
CMP015328,-37
CMP015329,-9
CMP015330,-75
CMP015331,55
CMP015332,166.2
CMP015333,12
CMP015334,128
CMP015335,234
CMP015336,118.5
CMP015337,47
CMP015338,152
CMP015339,92
CMP015340,83
CMP015341,277
CMP015342,-109
CMP015343,250
CMP015344,-78
CMP015345,-52.5
CMP015346,98
CMP015347,101
CMP015348,72
CMP015349,67
CMP015350,154
CMP015351,201
CMP015352,180
CMP015353,-8
CMP015354,-70
CMP015355,82.5
CMP015356,206
CMP015357,69
CMP015358,113.5
CMP015359,96
CMP015360,88
CMP015361,32.5
CMP015362,27
CMP015363,6
CMP015364,212
CMP015365,207
CMP015366,151
CMP015367,230
CMP015368,125
CMP015369,81.5
CMP015370,48.5
CMP015371,45.5
CMP015372,26
CMP015373,33
CMP015374,-134
CMP015375,-40
CMP015376,260.5
CMP015377,10
CMP015378,300
CMP015379,-46
CMP015380,66
CMP015381,-80
CMP015382,179.5
CMP015383,95
CMP015384,50
CMP015385,221
CMP015386,112
CMP015387,-117
CMP015388,-100
CMP015389,63
CMP015390,142
CMP015391,97
CMP015392,210
CMP015393,64
CMP015394,86
CMP015395,34
CMP015396,48
CMP015397,154.5
CMP015398,-45
CMP015399,95
CMP015400,71.5
CMP015401,213
CMP015402,108
CMP015403,74
CMP015404,243
CMP015405,195
CMP015406,114
CMP015407,124
CMP015408,225
CMP015409,204
CMP015410,200
CMP015411,241
CMP015412,170.5
CMP015413,165
CMP015414,179.5
CMP015415,232.5
CMP015416,77
CMP015417,155
CMP015418,255.5
CMP015419,160.5
CMP015420,159.5
CMP015421,68.5
CMP015422,218
CMP015423,180
CMP015424,275
CMP015425,200
CMP015426,72
CMP015427,120
CMP015428,64
CMP015429,256
CMP015430,-4
CMP015431,-9
CMP015432,107
CMP015433,242.5
CMP015434,168.5
CMP015435,151.5
CMP015436,165
CMP015437,188.5
CMP015438,202
CMP015439,196.5
CMP015440,191.5
CMP015441,189
CMP015442,198
CMP015443,64
CMP015444,142
CMP015445,59
CMP015446,116.5
CMP015447,115
CMP015448,67
CMP015449,53.5
CMP015450,72.5
CMP015451,46
CMP015452,68.5
CMP015453,107
CMP015454,243
CMP015455,13
CMP015456,128
CMP015457,44
CMP015458,3
CMP015459,-63
CMP015460,43.5
CMP015461,45.5
CMP015462,116
CMP015463,65
CMP015464,205
CMP015465,161.5
CMP015466,205
CMP015467,82
CMP015468,211.5
CMP015469,-50
CMP015470,111.5
CMP015471,61
CMP015472,92
CMP015473,79
CMP015474,103
CMP015475,13.5
CMP015476,57.5
CMP015477,57
CMP015478,183.5
CMP015479,22
CMP015480,56
CMP015481,-55
CMP015482,117
CMP015483,89.5
CMP015484,31
CMP015485,68
CMP015486,180
CMP015487,29
CMP015488,-43.5
CMP015489,-90
CMP015490,-80
CMP015491,148
CMP015492,202.5
CMP015493,199
CMP015494,237
CMP015495,75
CMP015496,33
CMP015497,78
CMP015498,78
CMP015499,154
CMP015500,29
CMP015501,80
CMP015502,155
CMP015503,226
CMP015504,34
CMP015505,-101
CMP015506,201
CMP015507,233
CMP015508,148.5
CMP015509,191
CMP015510,60
CMP015511,149
CMP015512,199
CMP015513,319
CMP015514,237.5
CMP015515,57
CMP015516,52
CMP015517,197
CMP015518,223
CMP015519,-71
CMP015520,2
CMP015521,81.5
CMP015522,135
CMP015523,266
CMP015524,103.5
CMP015525,181
CMP015526,161.5
CMP015527,76.5
CMP015528,57.5
CMP015529,56
CMP015530,274
CMP015531,162
CMP015532,166
CMP015533,52
CMP015534,208
CMP015535,220
CMP015536,70
CMP015537,125
CMP015538,170
CMP015539,205
CMP015540,191
CMP015541,99
CMP015542,36.5
CMP015543,-40
CMP015544,109
CMP015545,249
CMP015546,163
CMP015547,104
CMP015548,69
CMP015549,245.5
CMP015550,153.5
CMP015551,83
CMP015552,116
CMP015553,229
CMP015554,209
CMP015555,123
CMP015556,175
CMP015557,101
CMP015558,92
CMP015559,91
CMP015560,46.5
CMP015561,78
CMP015562,63
CMP015563,173
CMP015564,91
CMP015565,-124
CMP015566,81
CMP015567,16.7
CMP015568,-73
CMP015569,-46
CMP015570,-112
CMP015571,-80.8
CMP015572,241
CMP015573,-87
CMP015574,269
CMP015575,75.5
CMP015576,234
CMP015577,220
CMP015578,152
CMP015579,264
CMP015580,-40
CMP015581,154.5
CMP015582,133
CMP015583,-6
CMP015584,-37
CMP015585,235
CMP015586,156.5
CMP015587,178.5
CMP015588,105
CMP015589,175
CMP015590,213
CMP015591,69
CMP015592,99.5
CMP015593,-56
CMP015594,127
CMP015595,5.5
CMP015596,132
CMP015597,265
CMP015598,282.5
CMP015599,101.5
CMP015600,140
CMP015601,43.5
CMP015602,15
CMP015603,94.5
CMP015604,164
CMP015605,278
CMP015606,166
CMP015607,216
CMP015608,266.5
CMP015609,176
CMP015610,122
CMP015611,-13
CMP015612,48
CMP015613,-1
CMP015614,18
CMP015615,230
CMP015616,178
CMP015617,196
CMP015618,-3
CMP015619,51.5
CMP015620,57
CMP015621,128
CMP015622,53
CMP015623,167
CMP015624,-50
CMP015625,93
CMP015626,18.4
CMP015627,50
CMP015628,-7.2
CMP015629,-88
CMP015630,-31
CMP015631,-119
CMP015632,-139
CMP015633,9
CMP015634,-93.7
CMP015635,-185
CMP015636,-2.2
CMP015637,57
CMP015638,-63.6
CMP015639,-113
CMP015640,-49
CMP015641,-89
CMP015642,-72
CMP015643,-115
CMP015644,-87
CMP015645,27.5
CMP015646,18
CMP015647,-116
CMP015648,25
CMP015649,5
CMP015650,68.5
CMP015651,-50
CMP015652,-88
CMP015653,-75
CMP015654,-96
CMP015655,-5
CMP015656,28.5
CMP015657,-205
CMP015658,157.5
CMP015659,-146
CMP015660,-58
CMP015661,63
CMP015662,-22
CMP015663,-45
CMP015664,-139
CMP015665,-153.7
CMP015666,-63
CMP015667,-97
CMP015668,253
CMP015669,-43
CMP015670,153
CMP015671,211.5
CMP015672,125.5
CMP015673,44
CMP015674,52
CMP015675,146
CMP015676,79
CMP015677,68.5
CMP015678,61
CMP015679,17
CMP015680,-18
CMP015681,7
CMP015682,78
CMP015683,21
CMP015684,-32
CMP015685,-104
CMP015686,6
CMP015687,5
CMP015688,-27
CMP015689,19
CMP015690,-97.2
CMP015691,-94
CMP015692,-19
CMP015693,-51
CMP015694,-135
CMP015695,210
CMP015696,-66
CMP015697,-44
CMP015698,-13
CMP015699,67
CMP015700,13
CMP015701,7
CMP015702,-30
CMP015703,72
CMP015704,31
CMP015705,-14
CMP015706,-4
CMP015707,-52
CMP015708,-97.9
CMP015709,-35
CMP015710,-80
CMP015711,-158
CMP015712,-22
CMP015713,9.7
CMP015714,-97
CMP015715,32.5
CMP015716,1
CMP015717,-10
CMP015718,-43
CMP015719,-116
CMP015720,-50
CMP015721,-41
CMP015722,-70
CMP015723,-3
CMP015724,-24
CMP015725,119.5
CMP015726,5
CMP015727,-82
CMP015728,-106
CMP015729,-105
CMP015730,83
CMP015731,104
CMP015732,8
CMP015733,1
CMP015734,-85
CMP015735,-138
CMP015736,-62
CMP015737,-54
CMP015738,2
CMP015739,26.5
CMP015740,19.5
CMP015741,-32
CMP015742,-98
CMP015743,109
CMP015744,18.4
CMP015745,141
CMP015746,195
CMP015747,30
CMP015748,-7.6
CMP015749,-52
CMP015750,-67
CMP015751,79
CMP015752,27
CMP015753,66
CMP015754,201.5
CMP015755,-132.6
CMP015756,23
CMP015757,-40
CMP015758,39
CMP015759,56
CMP015760,167
CMP015761,70
CMP015762,42
CMP015763,76
CMP015764,-35
CMP015765,29
CMP015766,24
CMP015767,-9.6
CMP015768,129
CMP015769,150
CMP015770,-7
CMP015771,132.5
CMP015772,-7
CMP015773,274.5
CMP015774,102
CMP015775,82
CMP015776,95
CMP015777,-81
CMP015778,-172
CMP015779,8.5
CMP015780,-41
CMP015781,170
CMP015782,-9
CMP015783,0.1
CMP015784,115
CMP015785,-148
CMP015786,-144
CMP015787,-78
CMP015788,-115
CMP015789,7
CMP015790,13
CMP015791,-22
CMP015792,-26
CMP015793,-43
CMP015794,63.5
CMP015795,88
CMP015796,117
CMP015797,-84
CMP015798,-71
CMP015799,-34
CMP015800,36
CMP015801,-93
CMP015802,48
CMP015803,-26
CMP015804,-81
CMP015805,-75
CMP015806,-169
CMP015807,-13
CMP015808,61.5
CMP015809,107.5
CMP015810,-40
CMP015811,-160
CMP015812,-115
CMP015813,2
CMP015814,-85.6
CMP015815,53
CMP015816,-6
CMP015817,96.5
CMP015818,17.8
CMP015819,80
CMP015820,257.5
CMP015821,39
CMP015822,66.5
CMP015823,57
CMP015824,21
CMP015825,60
CMP015826,-36
CMP015827,-35
CMP015828,-39
CMP015829,-33
CMP015830,-43
CMP015831,-91
CMP015832,-9
CMP015833,200.5
CMP015834,-140
CMP015835,327
CMP015836,228
CMP015837,50
CMP015838,18
CMP015839,125
CMP015840,3.9
CMP015841,-100
CMP015842,-59
CMP015843,-23
CMP015844,-52
CMP015845,-57
CMP015846,101
CMP015847,-95
CMP015848,39
CMP015849,-7
CMP015850,-3
CMP015851,-61
CMP015852,183
CMP015853,-87
CMP015854,-86
CMP015855,-114.2
CMP015856,-25
CMP015857,-40
CMP015858,151.5
CMP015859,36.7
CMP015860,75
CMP015861,110
CMP015862,113.5
CMP015863,81
CMP015864,-108
CMP015865,121.5
CMP015866,-64
CMP015867,-159.6
CMP015868,-80
CMP015869,-80
CMP015870,171
CMP015871,76
CMP015872,-160
CMP015873,-96
CMP015874,35
CMP015875,314
CMP015876,280
CMP015877,99
CMP015878,45
CMP015879,150.5
CMP015880,287
CMP015881,284
CMP015882,228
CMP015883,256
CMP015884,295
CMP015885,89
CMP015886,130
CMP015887,136
CMP015888,11
CMP015889,-45
CMP015890,-81
CMP015891,16
CMP015892,-93
CMP015893,-182
CMP015894,-112
CMP015895,-121
CMP015896,-98
CMP015897,281
CMP015898,79
CMP015899,238
CMP015900,24
CMP015901,212.5
CMP015902,78
CMP015903,61
CMP015904,127
CMP015905,-98
CMP015906,-75
CMP015907,-12
CMP015908,172
CMP015909,-95
CMP015910,-100
CMP015911,-71
CMP015912,249
CMP015913,134
CMP015914,-48
CMP015915,20
CMP015916,-108
CMP015917,-16
CMP015918,-15
CMP015919,-88
CMP015920,-9
CMP015921,-127
CMP015922,106
CMP015923,-21
CMP015924,106
CMP015925,35
CMP015926,-5
CMP015927,55.1
CMP015928,-35
CMP015929,-40
CMP015930,205
CMP015931,23.5
CMP015932,-14
CMP015933,233
CMP015934,65
CMP015935,134
CMP015936,57
CMP015937,170.5
CMP015938,215
CMP015939,194
CMP015940,136.5
CMP015941,128.5
CMP015942,68
CMP015943,7.2
CMP015944,12
CMP015945,43
CMP015946,220
CMP015947,-70
CMP015948,-70
CMP015949,-45
CMP015950,-38
CMP015951,27
CMP015952,-115
CMP015953,25
CMP015954,-75
CMP015955,133.5
CMP015956,86
CMP015957,-20
CMP015958,2
CMP015959,35
CMP015960,-140
CMP015961,-61
CMP015962,-117
CMP015963,-57
CMP015964,0
CMP015965,-45
CMP015966,111
CMP015967,127
CMP015968,173
CMP015969,-93.5
CMP015970,134
CMP015971,182
CMP015972,142
CMP015973,18
CMP015974,87
CMP015975,132
CMP015976,105.5
CMP015977,190
CMP015978,195
CMP015979,149
CMP015980,111.5
CMP015981,77
CMP015982,190
CMP015983,-26
CMP015984,231
CMP015985,-60
CMP015986,84.5
CMP015987,-1
CMP015988,43
CMP015989,64
CMP015990,96
CMP015991,-64
CMP015992,-50
CMP015993,-50
CMP015994,83.5
CMP015995,-29.5
CMP015996,90
CMP015997,119
CMP015998,130
CMP015999,237
CMP016000,50
CMP016001,-61
CMP016002,-51
CMP016003,-42
CMP016004,5
CMP016005,-90.8
CMP016006,-29
CMP016007,65
CMP016008,152
CMP016009,27
CMP016010,-57
CMP016011,-92
CMP016012,143
CMP016013,66.5
CMP016014,14
CMP016015,66
CMP016016,78
CMP016017,33
CMP016018,69
CMP016019,-7
CMP016020,-18
CMP016021,-53
CMP016022,-44
CMP016023,115
CMP016024,53
CMP016025,74
CMP016026,47
CMP016027,61
CMP016028,108
CMP016029,-40
CMP016030,104
CMP016031,42.5
CMP016032,36
CMP016033,7
CMP016034,72
CMP016035,51.5
CMP016036,45
CMP016037,33
CMP016038,-25
CMP016039,56
CMP016040,52.5
CMP016041,-16
CMP016042,33.5
CMP016043,15
CMP016044,122.5
CMP016045,-111
CMP016046,16.8
CMP016047,-73
CMP016048,62.5
CMP016049,34
CMP016050,-165
CMP016051,-148
CMP016052,230
CMP016053,174
CMP016054,55.5
CMP016055,9.9
CMP016056,52
CMP016057,260.5
CMP016058,-60.5
CMP016059,35
CMP016060,-78
CMP016061,-50
CMP016062,-78
CMP016063,-40
CMP016064,-130
CMP016065,-72
CMP016066,-52
CMP016067,-23
CMP016068,-17
CMP016069,122
CMP016070,278
CMP016071,100
CMP016072,210
CMP016073,111
CMP016074,59.5
CMP016075,68
CMP016076,57
CMP016077,-15
CMP016078,56
CMP016079,128
CMP016080,-185
CMP016081,-129
CMP016082,-127
CMP016083,-188
CMP016084,3
CMP016085,-75
CMP016086,-12
CMP016087,-79
CMP016088,-45
CMP016089,-81
CMP016090,-20.8
CMP016091,-92
CMP016092,18
CMP016093,96.5
CMP016094,-95
CMP016095,-99
CMP016096,-60
CMP016097,43
CMP016098,55
CMP016099,116
CMP016100,150
CMP016101,-42
CMP016102,129
CMP016103,70.5
CMP016104,21
CMP016105,105
CMP016106,-60
CMP016107,76
CMP016108,111
CMP016109,189.5
CMP016110,63
CMP016111,-20
CMP016112,1.5
CMP016113,140
CMP016114,161
CMP016115,93.5
CMP016116,134.5
CMP016117,68
CMP016118,286
CMP016119,-31
CMP016120,143
CMP016121,185
CMP016122,-16.5
CMP016123,-2
CMP016124,-80
CMP016125,-87.3
CMP016126,-54
CMP016127,-135.8
CMP016128,210
CMP016129,225.5
CMP016130,8
CMP016131,-3
CMP016132,-59.5
CMP016133,26
CMP016134,350
CMP016135,-23
CMP016136,-13
CMP016137,-4
CMP016138,5.5
CMP016139,9
CMP016140,-86
CMP016141,-142.5
CMP016142,-184
CMP016143,-108
CMP016144,-96
CMP016145,85
CMP016146,14
CMP016147,158
CMP016148,-104
CMP016149,-110.5
CMP016150,-38
CMP016151,175.5
CMP016152,-139
CMP016153,188
CMP016154,316.5
CMP016155,49
CMP016156,-93
CMP016157,66
CMP016158,131.5
CMP016159,-70
CMP016160,-80
CMP016161,-60
CMP016162,-64
CMP016163,-110.5
CMP016164,-69.2
CMP016165,-57.5
CMP016166,57
CMP016167,-42
CMP016168,-146
CMP016169,49
CMP016170,30
CMP016171,24
CMP016172,-5
CMP016173,41.5
CMP016174,-56
CMP016175,-15
CMP016176,-63
CMP016177,8.8
CMP016178,-76.3
CMP016179,-40
CMP016180,-115
CMP016181,-34
CMP016182,111
CMP016183,-74
CMP016184,52
CMP016185,-193
CMP016186,197
CMP016187,50.5
CMP016188,23
CMP016189,163
CMP016190,80.5
CMP016191,-70
CMP016192,-70
CMP016193,-33
CMP016194,72
CMP016195,118
CMP016196,-37
CMP016197,11
CMP016198,12
CMP016199,-26
CMP016200,109
CMP016201,28.5
CMP016202,-5
CMP016203,330
CMP016204,136
CMP016205,-91.5
CMP016206,-96
CMP016207,-90
CMP016208,-100
CMP016209,36
CMP016210,25
CMP016211,25
CMP016212,29
CMP016213,79.5
CMP016214,103
CMP016215,103
CMP016216,105
CMP016217,105
CMP016218,109
CMP016219,109
CMP016220,110
CMP016221,110
CMP016222,112
CMP016223,114
CMP016224,115
CMP016225,115.5
CMP016226,115.5
CMP016227,116.5
CMP016228,116.5
CMP016229,116.5
CMP016230,117.75
CMP016231,118
CMP016232,118.5
CMP016233,119
CMP016234,120.5
CMP016235,121
CMP016236,121.25
CMP016237,122.5
CMP016238,124
CMP016239,125
CMP016240,125
CMP016241,125
CMP016242,126
CMP016243,126.3
CMP016244,128
CMP016245,128.5
CMP016246,129
CMP016247,129.5
CMP016248,130
CMP016249,130
CMP016250,130.14
CMP016251,130.5
CMP016252,131
CMP016253,134
CMP016254,138
CMP016255,138
CMP016256,139
CMP016257,139
CMP016258,139
CMP016259,140
CMP016260,140
CMP016261,141
CMP016262,141.5
CMP016263,142
CMP016264,142.5
CMP016265,143.5
CMP016266,143.75
CMP016267,144.5
CMP016268,144.7
CMP016269,145
CMP016270,145
CMP016271,147.5
CMP016272,151
CMP016273,152.5
CMP016274,153
CMP016275,155
CMP016276,155.13
CMP016277,156.5
CMP016278,157
CMP016279,158
CMP016280,158
CMP016281,158
CMP016282,159.5
CMP016283,159.95
CMP016284,160
CMP016285,161
CMP016286,161
CMP016287,161
CMP016288,161.5
CMP016289,162
CMP016290,164
CMP016291,164
CMP016292,165
CMP016293,165
CMP016294,165.5
CMP016295,166.2
CMP016296,166.5
CMP016297,167
CMP016298,167.75
CMP016299,168.64
CMP016300,169
CMP016301,170
CMP016302,170
CMP016303,170
CMP016304,170.5
CMP016305,174.5
CMP016306,175
CMP016307,175.5
CMP016308,176
CMP016309,177.5
CMP016310,178.5
CMP016311,179
CMP016312,179.5
CMP016313,180
CMP016314,180.5
CMP016315,180.5
CMP016316,180.5
CMP016317,181
CMP016318,181.5
CMP016319,182
CMP016320,182.5
CMP016321,182.65
CMP016322,183.5
CMP016323,183.5
CMP016324,184.5
CMP016325,185
CMP016326,185
CMP016327,189
CMP016328,189.5
CMP016329,189.5
CMP016330,190
CMP016331,191.5
CMP016332,191.5
CMP016333,192
CMP016334,192
CMP016335,192.5
CMP016336,193.5
CMP016337,194
CMP016338,195
CMP016339,195
CMP016340,195.5
CMP016341,196.5
CMP016342,196.5
CMP016343,197
CMP016344,197
CMP016345,197.5
CMP016346,197.5
CMP016347,199
CMP016348,200
CMP016349,201
CMP016350,201.5
CMP016351,202
CMP016352,202
CMP016353,202.5
CMP016354,203
CMP016355,203
CMP016356,205
CMP016357,205
CMP016358,205.5
CMP016359,206.5
CMP016360,206.72
CMP016361,207
CMP016362,207.5
CMP016363,208.5
CMP016364,210
CMP016365,210
CMP016366,210
CMP016367,211
CMP016368,212
CMP016369,214
CMP016370,214.5
CMP016371,215
CMP016372,215
CMP016373,215
CMP016374,215.5
CMP016375,216
CMP016376,216.5
CMP016377,217
CMP016378,219
CMP016379,219
CMP016380,220
CMP016381,221
CMP016382,221.5
CMP016383,221.5
CMP016384,221.5
CMP016385,221.5
CMP016386,222
CMP016387,222.5
CMP016388,223
CMP016389,223
CMP016390,225
CMP016391,226.5
CMP016392,227
CMP016393,227.5
CMP016394,228
CMP016395,228
CMP016396,228.25
CMP016397,229
CMP016398,231
CMP016399,231.5
CMP016400,233.5
CMP016401,234
CMP016402,235
CMP016403,236.2
CMP016404,238.5
CMP016405,240
CMP016406,240
CMP016407,240
CMP016408,240
CMP016409,240.5
CMP016410,240.5
CMP016411,241.5
CMP016412,242
CMP016413,242.25
CMP016414,244
CMP016415,245
CMP016416,246.5
CMP016417,248
CMP016418,248
CMP016419,249
CMP016420,249
CMP016421,250
CMP016422,251
CMP016423,255.5
CMP016424,256
CMP016425,256
CMP016426,256.75
CMP016427,260
CMP016428,262
CMP016429,264.5
CMP016430,267
CMP016431,269
CMP016432,270
CMP016433,272.5
CMP016434,273
CMP016435,276
CMP016436,276
CMP016437,278
CMP016438,278
CMP016439,283
CMP016440,284
CMP016441,284
CMP016442,289.5
CMP016443,290
CMP016444,293
CMP016445,296
CMP016446,300
CMP016447,301.5
CMP016448,313
CMP016449,326
CMP016450,326.8
CMP016451,327
CMP016452,330.5
CMP016453,349.84
CMP016454,349.84
CMP016455,350
CMP016456,350
CMP016457,193
CMP016458,28
CMP016459,109.5
CMP016460,155
CMP016461,344.53
CMP016462,192
CMP016463,169
CMP016464,215.5
CMP016465,216
CMP016466,165
CMP016467,195
CMP016468,206
CMP016469,189.5
CMP016470,112.5
CMP016471,193
CMP016472,203
CMP016473,187.5
CMP016474,117.5
CMP016475,134.5
CMP016476,203
CMP016477,200
CMP016478,163.5
