Molecule,TOPK,MAP4K4,CDC42BPA,MST1R,CSF1R,KIAA1811,MAP2K2,DYRK1A,IKBKE,MAPK10,MAP3K10,CAMK2A,IKBKB,NLK,AXL,LTK,CSNK1G3,MAPK14,FRK,STK3,CSNK1G2,PRKCQ,NTRK3,MATK,RPS6KA3,CLK2,MAP2K1,JAK2,PRKCZ,PRKG1,PHKG2,PLK3,TBK1,AKT3,PASK,PRKAA1,PRKG2,PRKCD,ALK,PLK4,RET,PRKD2,RPS6KB1,HCK,CAMK2G,EEF2K,SYK,MARK4,TYRO3,PRKCN,STK22B,STK17A,LCK,DAPK3,CHEK2,ACVR1,ROCK2,CDK2,SRPK1,MAPK8,PIM1,STK6,MAPKAPK5,MAPKAPK2,STK33,CDC7,RPS6KA4,BTK,KIT,CSNK2A1,PAK4,PAK1,CAMK2D,AKT2,FGFR1,CSNK1A1,JAK3,CSNK1G1,RPS6KA5,LYN,MAPK9,ITK,PKN2,LIMK1,TAO1,ROS1,BLK,STK22D,HIPK2,CAMKK2,MARK3,NTRK1,FES,INSR,PTK2B,MAPK13,BRAF,ZAK,PIM3,TYK2,EGFR,PRKCG,SRC,BMX,SRMS,GSK3A,MAP4K2,DYRK3,WEE1,MET,CHUK,ACK1,PDGFRB,FLT3,ERBB2,MAPKAPK3,CHEK1,CSNK1D,SIK2,ABL1,MKNK2,CAMK2B,KDR,GPRK5,CDK5,EPHA2,IGF1R,SGK,MAPK1,MINK,NEK4,DYRK4,PRKCI,DYRK1B,PRKX,PTK2,IRAK1,PTK6,MELK,PDGFRA,LRRK2,STK12,IRAK4,AKT1,MAP4K5,CAMK1D,FLT4,CDC2L6,ROCK1,FER,CAMK1,FYN,HIPK4,CDC2,PIM2,PDPK1,DCAMKL1,NEK2,CDK8,CDK7,FLT1,SLK,FGFR3,PLK1,GSK3B,CDK9,NTRK2,ERBB4,MARK2,PRKACA,MAPK12,CLK4
CHEMBL2003682,,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,794.33,,,6309.57,,,,,6.31,,,,,,,,,,,,,,,,,,,,,,,630.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,199.53,,,,,6309.57,,12.59
CHEMBL2003785,,79432.82,,31622.78,31622.78,,39810.72,39810.72,100000,,,,,,,15848.93,,15848.93,,,,50118.72,,,39810.72,25118.86,10000,31622.78,,,,,63095.73,,,15848.93,,,63095.73,,12589.25,,,,,,,,63095.73,63095.73,,,79432.82,31622.78,,39810.72,,,,15848.93,,39810.72,,,,,,63095.73,,,19952.62,,,,25118.86,10000,63095.73,,,,50118.72,,,,,,,,,,,,,,,,,,,,,,,,,50118.72,79432.82,,,,,25118.86,12589.25,,,,,,,50118.72,,,25118.86,31622.78,5011.87,,,,,,,,,12589.25,,79432.82,,,,,1995.26,15848.93,,,,39810.72,,,5011.87,,,,,,,,,,12589.25,31622.78,79432.82,,,,50118.72,,,,,10000,,1584.89
CHEMBL2003817,,1995.26,,,,10000,,794.33,,,,,,,,,,,,,6309.57,,,,,630.96,,,,,,,,,,,,,,1995.26,,7943.28,,,,,,,,7943.28,,199.53,,,1000,,,1995.26,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,3981.07,,,,,,,,,,,,,,,5011.87,,,,,,,25.12,,3981.07,,,,,,,,,,,,,,,1000,,3162.28,,,1000,,,,,,,,,,,,,,1995.26,,,,,630.96,,,,,,,,,,,,,,,6309.57,,,63.1,,,,,,,39.81
CHEMBL2004118,,1995.26,,1000,1584.89,,,,2511.89,,,,,,,1584.89,,,,,,,,,1584.89,,2511.89,398.11,,,,,501.19,,,1995.26,,,3981.07,,501.19,,,,,,,,,,,,,1584.89,,,,,,158.49,,1000,,,,,,,,,1995.26,,,,,794.33,3162.28,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,630.96,,,,,,,,,,1995.26,,,1584.89,,,100,,3162.28,,,,,,,,,,,5011.87,,,,,15.85,794.33,,,,,,,1000,,,,,,,,,,,,,,,,,,2511.89,,,,,1584.89
CHEMBL2004311,,7943.28,,,630.96,,,,,,,,,,15.85,,,,19.95,3981.07,,,,,,,,,,,,,,,,,,,158.49,630.96,100,,316.23,,,,,,,,,,630.96,,,,25.12,,5011.87,,,630.96,,,,,,,,,,,,,3162.28,,,,,1000,,,,,7943.28,63.1,794.33,,,,,158.49,,,,,,,,,,,,,398.11,,3981.07,,,501.19,,,,25.12,,,,,,630.96,1258.93,7943.28,199.53,,,199.53,,,,7943.28,,,,,,,,,,,,199.53,,,630.96,,1258.93,,199.53,,,,1000,7943.28,,,,,,,79.43,1584.89,,,,,100,,,,,7943.28
CHEMBL2004419,,2511.89,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12,,,6309.57,,,,,50.12,,,1258.93,,,,,,,794.33,1000,,,,,,,,,,,,,,,5011.87,,,,,31.62,,,,,,,,,,,,,,,,,,2511.89,,63.1,,,,,,6309.57,,,,,,,,501.19,,,794.33,,,7943.28,6309.57,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.28,,,,
CHEMBL2004515,,3981.07,,3162.28,12589.25,,6309.57,630.96,7943.28,,,10000,,,,1584.89,,,,,,7943.28,,,3981.07,251.19,1258.93,1000,,,,,,,,6309.57,,,5011.87,,2511.89,,,,,,,,15848.93,12589.25,,,63095.73,1995.26,,7943.28,,,,,12589.25,3981.07,,,,,,,,,5011.87,,,,15848.93,3162.28,3981.07,,,,,,,1995.26,,,,,,,,31622.78,,,,,,,,,,,,,,10000,39810.72,,,39810.72,,6309.57,,25118.86,,,1584.89,,,7943.28,,,251.19,3162.28,3162.28,,12589.25,,,,,,,251.19,,6309.57,,,,,398.11,19952.62,,,,10000,,,398.11,,,,,,,,,,,5011.87,5011.87,,,,25118.86,,3162.28,,,1584.89,,50.12
CHEMBL2004544,,1995.26,,,,,,1584.89,,,,,,,,,1995.26,,,,2511.89,,,1000,5011.87,6309.57,,,,,,251.19,,,,398.11,,,,2511.89,,2511.89,,,1258.93,1584.89,,,398.11,3981.07,794.33,,,,,,,,398.11,,,,398.11,1995.26,,316.23,,501.19,,630.96,,,1584.89,3981.07,,,,,,,,,,,3981.07,1995.26,,,3162.28,,,,,,,,,6309.57,,,,,,,794.33,1584.89,,1995.26,,,,,,,,1584.89,,,,,,3162.28,,,,,,,,3981.07,,,,,,,,,1584.89,,,398.11,,,3981.07,,,,,,,,,,,,,,,,,6309.57,,1000,630.96,,,,,,,1000
CHEMBL2004631,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95,79.43,,,3981.07,,,,,31.62,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.943,,,,,630.96,,25.12
CHEMBL2004637,,5011.87,,,,,1258.93,,,,,3162.28,,,,630.96,,158.49,,,,501.19,794.33,,1995.26,3162.28,2511.89,2511.89,,,,,,,,,,,3162.28,,501.19,,,,,,,,1000,398.11,,,,5011.87,,1995.26,,,,,3981.07,,,,,,,6309.57,,,794.33,,,,,,3162.28,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,2511.89,501.19,,,1995.26,,1584.89,398.11,,,,,,,1584.89,,,,1584.89,,,,,,,,,,794.33,,2511.89,,,,158.49,,,,,,,,,,,,3981.07,,,,,,,1000,1584.89,3162.28,,,,1995.26,,501.19,,,630.96,,
CHEMBL2004716,,316.23,7943.28,,15.85,5011.87,,,,,,,,,,63.1,,,5.012,398.11,3981.07,,1258.93,251.19,,,,158.49,,,1584.89,,,,,,,,630.96,39.81,5.012,630.96,25.12,,1000,,794.33,,,,,,10,1258.93,501.19,,19.95,,,,3162.28,12.59,,,,,,,25.12,,1258.93,3162.28,1258.93,,31.62,,398.11,1258.93,501.19,6.31,1258.93,31.62,5011.87,,158.49,,100,,158.49,,501.19,15.85,,199.53,398.11,3162.28,,630.96,,794.33,,,19.95,,25.12,,39.81,,,125.89,,,,50.12,,,,7943.28,,2.512,125.89,3162.28,5.012,,,19.95,501.19,1995.26,,100,2511.89,,1995.26,,,251.19,3981.07,,63.1,12.59,,,7943.28,,,,3.981,,125.89,794.33,199.53,25.12,3.981,,,794.33,,125.89,,,0.3981,31.62,25.12,,,,10,1258.93,501.19,,,
CHEMBL2004771,,199.53,,,,1584.89,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.49,,501.19,316.23,,6309.57,,,,,,,,,,,,,,50.12,5011.87,,,1995.26,,,,,,,,398.11,,,,,,,,,,,,,,3981.07,,,,,,,,630.96,,,501.19,,,,,,,,7943.28,,,,7943.28,316.23,,,,,,,158.49,,,,,,,,7943.28,794.33,,,,,,,,6309.57,,,,,,,,,,,39.81,3981.07,,,,1258.93,,79.43,,,,,,,,,,,,,,,,3162.28,,,,,,,794.33
CHEMBL2004871,,3981.07,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.28,,,,,794.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.43,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2004934,,6309.57,1584.89,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,199.53,,,,3981.07,,,630.96,125.89,,,,,501.19,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,1258.93,,,,,501.19,,,,398.11,,,,,,,,,,,,,,,,,,,1584.89,,,,501.19,,,,,,,,,,,,,,,,,,,6309.57,,,316.23,794.33,,1995.26,,,,125.89,,2511.89,,,,,,,1258.93,,,6309.57,,15.85,,,,501.19,3162.28,,,,,,,,,,,125.89,,,,,50.12,,1584.89
CHEMBL2005112,,7943.28,,,,,,1995.26,,,,,,,,,,,,,,,,,,5011.87,,,,,,6309.57,,,,,,,,3162.28,,,5011.87,,,,,,,,,,,,,,,,7943.28,,1000,,,,,,,,,398.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,,,,,,,2511.89,,,5011.87,,,,,,,,,,3162.28,,,,,,5011.87,,,,,5011.87,,,,,,,,,,,,,,,,,,,,5011.87,,3162.28,,,,,,,,630.96
CHEMBL2005216,,15.85,,,,,,50.12,,,,,,,,,,,,39.81,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,251.19,,316.23,,39.81,,,63.1,398.11,,,398.11,,,,,0.3981,,,,,25.12,,,,,,158.49,,,,,,63.1,,,,,,158.49,,,,,,,,,,,,,,,,,,39.81,,,,,,,100,,,,,,,,,,,398.11,,,,,12.59,,,,,79.43,,,,25.12,,,,,,199.53,,,,39.81,,,,,,,,,,100,,,,,,15.85,398.11,,,,63.1,,63.1
CHEMBL2005375,,2511.89,,,,,,,,,,,,,,,3162.28,,,,,,,,6309.57,1995.26,,,,,,12.59,,,,,,,,,,5011.87,,,2511.89,,,,,1995.26,,,,,,,,,1995.26,,,,,,,,,,,,,,5011.87,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.943,,,,,,,,
CHEMBL2005475,,3981.07,,,,630.96,,1258.93,,,,,,,1995.26,,,,,3162.28,1258.93,,1000,,,6309.57,,,,,,5011.87,,,,1258.93,,,,199.53,158.49,125.89,,,,,,,,125.89,,12.59,,19.95,15.85,,,,7943.28,,6309.57,,,,,,,,,,,,5011.87,,3162.28,,,1584.89,,,398.11,,2511.89,,,,,1000,1584.89,,630.96,,,,,,,,3162.28,,,,,,,,5011.87,,,,,,,158.49,,,,,,,316.23,,630.96,,,,,3162.28,251.19,,,,,,,,,,79.43,,,50.12,,,1584.89,,501.19,,,,,,251.19,5011.87,,50.12,,,,,316.23,5011.87,,,5011.87,,,,501.19,,,398.11
CHEMBL2005482,,158.49,,,158.49,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,12.59,,,,,,,,,,,,79.43,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,,,,,,794.33,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,19.95,,,,199.53,,,158.49,,,,,,1995.26,,,,,,,,,398.11,,,,,,,794.33,,,,,,,,,39.81,,1000,,,,,,,,,
CHEMBL2005509,,12.59,,,,,,2.512,,,,,,,,,,,,50.12,,,,,,15.85,,,,,,,,,,,,,,,,,,,,,,,,5.012,,50.12,,158.49,,,25.12,15.85,,,398.11,,,,,0.1585,,,,,31.62,,125.89,,,630.96,63.1,,,,,,25.12,,,,,,25.12,,,,,,,,,,,,,,,,,,50.12,,,,,,,10,,,,,,,,,,,6.31,,,,,6.31,,,,,39.81,,,,,,,,,,31.62,,,,,,,,,,,,,,,100,,,,,100,3.162,,,,31.62,,
CHEMBL2005631,,251.19,,,3.162,2511.89,,,,,,,,,,,,,,63.1,3981.07,,,,,1995.26,,39.81,,,,6309.57,,,,,,,,79.43,,,63.1,,,2511.89,,,,6309.57,,,6.31,,3981.07,,794.33,,1584.89,,,6.31,,,,,,,3.162,,,6309.57,,,3.162,5011.87,316.23,630.96,199.53,3.981,3981.07,50.12,,1000,100,,5.012,,316.23,,794.33,19.95,,398.11,,1584.89,,199.53,,,1584.89,,25.12,,,,100,,,39.81,,,,1.585,1258.93,,,3162.28,,1.995,398.11,,,,,19.95,,5011.87,,316.23,1995.26,,,,,794.33,,,1584.89,,,,,,,,,501.19,794.33,,,,12.59,,,794.33,,398.11,,,0.3162,15.85,3.981,,,,6.31,,1000,,,1258.93
CHEMBL2005718,,25.12,,,,,,10,,,,,,,,,,,,251.19,,,,,,39.81,,,,,,,,,,,,,,,,,,,,,,,,79.43,,15.85,,50.12,,,19.95,251.19,,,1995.26,,,,,1,,,,,501.19,,794.33,,,1258.93,1258.93,,,,,,50.12,,,,,,39.81,,,,,,,,,,,,,,,,,,251.19,,,,,,,79.43,,,,,,,,,,,63.1,,,,,12.59,,,,,25.12,,,,1,,,,,,199.53,,,,39.81,,,,,,,,,,1.585,125.89,,,,,398.11,63.1,,,,39.81,,3.981
CHEMBL2005767,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2005792,,1258.93,,,,,,,,,,,,,,,,0.5012,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,2511.89,,,,,,,,,,50.12,,,,,,,,,,,,,,,,199.53,,,,,79.43,,,1000,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2005828,,398.11,,,501.19,,,,,,,,,,1258.93,,1995.26,,316.23,794.33,794.33,,158.49,,3981.07,5011.87,,,,,,1258.93,,,,1000,,,,398.11,25.12,7943.28,1258.93,,,,,,,,,,100,,,,1584.89,7943.28,7943.28,,,,,,,,,,,,,,,7943.28,,1995.26,,19.95,,79.43,,,,3162.28,,,31.62,,50.12,,,2511.89,,,,2511.89,,1000,,,,,,,,,398.11,1995.26,,,,,,1.585,,,,2511.89,,,316.23,,25.12,,,,,,,1258.93,1995.26,,,,1584.89,,1995.26,,,,,10,2511.89,,10,,630.96,1995.26,1000,1000,,,50.12,5011.87,1258.93,,,1258.93,,,39.81,501.19,,,5011.87,,,,,,,3162.28
CHEMBL2005886,,50.12,5011.87,,25.12,1995.26,,,,,,,,,19.95,,,,12.59,50.12,,,3.162,1000,1995.26,316.23,,3.981,,398.11,398.11,,,3981.07,,63.1,501.19,,251.19,12.59,3.162,,199.53,,1000,,15.85,,,7943.28,,316.23,100,63.1,79.43,,5011.87,3162.28,2511.89,,,79.43,,,,,,100,,,158.49,3162.28,1000,,100,,158.49,,,25.12,,100,630.96,199.53,3162.28,5.012,15.85,1258.93,,,100,7.943,,25.12,25.12,,,5011.87,,50.12,79.43,501.19,7.943,,158.49,794.33,316.23,3162.28,,,,,,50.12,,,2511.89,,,251.19,,6309.57,316.23,,,398.11,25.12,,,251.19,,,,,,125.89,2511.89,1584.89,125.89,,,50.12,630.96,,50.12,,100,,794.33,31.62,,25.12,6309.57,6309.57,,501.19,,3162.28,,,199.53,251.19,63.1,,3162.28,,15.85,,79.43,1000,,50.12
CHEMBL2006113,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2006276,,1258.93,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,6309.57,,,,1258.93,,1258.93,,,1584.89,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,251.19,,,,,,3981.07,,,,,,,,316.23,,125.89,,,,630.96,,,,,,,,,5011.87,,,,,,,,,,,,,2511.89,,,,,,2511.89,,,,,630.96,,630.96,,,,,,,,,,,,,,,,
CHEMBL2006439,,125.89,125.89,,,,,19.95,,,,3162.28,,,,,31.62,,,,39.81,,158.49,,,,199.53,,,794.33,,,,,,,,,,,,199.53,2511.89,,501.19,,,,,,,1000,,501.19,,,125.89,199.53,794.33,,,,,,,0.5012,,,,398.11,,,,,,1584.89,,125.89,,,3162.28,1258.93,251.19,,,,,,100,,158.49,1995.26,,3162.28,,1258.93,,,,,,1000,,,,794.33,,7.943,,,,,,,,,3981.07,63.1,,,79.43,1584.89,2511.89,,125.89,,,794.33,398.11,7.943,,501.19,,7.943,,,50.12,,316.23,,,,158.49,,,,251.19,,15.85,398.11,,,1258.93,31.62,,,,,3.981,,398.11,6309.57,,501.19,,,1995.26,,,251.19,2511.89,
CHEMBL2006456,,125.89,,,,,,31.62,,,,,,,,,,,,398.11,,,,,,39.81,,,,,,,,,,,,,,,,,,,,,,,,50.12,,316.23,,316.23,,,15.85,251.19,,,199.53,,,,,1,,,,,79.43,,1000,,,158.49,1000,,,,,,10,,,,,,100,,,,,,,,,,,,,,,,,,199.53,,,,,,,12.59,,,,,,,,,,,63.1,,,,,125.89,,,,,25.12,,,,,,,,,,398.11,,,,,,,,,,,,,,3.981,31.62,,,,,630.96,15.85,,,,63.1,,
CHEMBL2006564,,1584.89,,25.12,125.89,,501.19,,158.49,,,,,,,79.43,,,,,,1995.26,1000,,100,794.33,79.43,12.59,,,,,79.43,,,125.89,,,125.89,,7.943,,,,,,,,316.23,630.96,,,100,251.19,,501.19,,,,79.43,,158.49,,,,,,158.49,,,50.12,,,,501.19,316.23,316.23,,,,501.19,,,,63.1,,,,,,,1584.89,,,,,,,,,,,,,,2511.89,251.19,,,501.19,,79.43,199.53,1995.26,,,,,,100,,,63.1,1995.26,501.19,,199.53,,,,,,,1584.89,,398.11,,,,158.49,1.259,125.89,,,,,,,316.23,,,79.43,,,,,,,,1995.26,199.53,,,,1995.26,,398.11,,,794.33,,398.11
CHEMBL2006715,,100,630.96,,794.33,,,,,,,,,,,,,,25.12,125.89,,,,1995.26,,,,,,1258.93,,63.1,,,,1000,1584.89,,,,10,1000,,,,,1000,,1258.93,1995.26,,,2.512,,1000,,,,1000,,,10,794.33,,,,,,,,,5011.87,,,5011.87,,501.19,,,15.85,100,,,,15.85,,63.1,1258.93,,,,2511.89,,316.23,,,,100,,,1.995,,12.59,,25.12,398.11,1258.93,,,,,,,,3.981,,,3162.28,,,,,50.12,,,,79.43,,1584.89,2511.89,,,,,,,,,1258.93,,,3.981,,,12.59,,79.43,,,,,31.62,1995.26,,,,,251.19,,,,125.89,,,501.19,,,10,3162.28,,1258.93,
CHEMBL2006765,,630.96,,100,,,251.19,1584.89,794.33,,,,,,,63.1,,,,,,,1000,,39.81,100,63.1,25.12,,,,,501.19,,,794.33,,,199.53,,63.1,,,,,,,,316.23,501.19,,,2511.89,398.11,,,,,,39.81,,199.53,,,,,,3162.28,,,39.81,,,,2511.89,398.11,398.11,,,,199.53,,,,316.23,,,,,,,1000,,,,,,,,,,,,,,,63.1,,,1584.89,,199.53,1258.93,,,,158.49,,,501.19,,,251.19,1995.26,125.89,,398.11,,,,,,,501.19,3162.28,158.49,,,,1258.93,0.7943,199.53,,,,,,,158.49,,,630.96,,,,,,,,398.11,2511.89,,,,,,39.81,,,251.19,,15.85
CHEMBL2006778,,3.162,,,3.981,1584.89,,5011.87,,,,,,,251.19,,,,,63.1,6309.57,,,,3981.07,1258.93,,251.19,,,5011.87,,,,,,,,,1000,,794.33,501.19,,5011.87,,,,,1584.89,,,79.43,,,,6309.57,,,,5011.87,398.11,,,,,,,316.23,3162.28,,,6309.57,,1.585,,251.19,,,50.12,,1258.93,,79.43,398.11,,31.62,,,,1584.89,1000,,3981.07,,,,794.33,,199.53,251.19,,50.12,,,,79.43,,,1995.26,,,,50.12,1000,,,3981.07,,1.995,2511.89,7943.28,6.31,,,316.23,,6309.57,,25.12,794.33,,,,,,,,,,,158.49,,,12.59,,12.59,,5011.87,,,39.81,,,,,,12.59,,,0.631,15.85,2.512,,,,3162.28,,1000,,,63.1
CHEMBL2007009,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2007044,,501.19,,,,,,,,,,,2511.89,,,,,,,5011.87,,,,,398.11,,,,,,,,,,,1258.93,,,,,,,1258.93,,,,,,,,,,,,,,,6309.57,,,6309.57,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,3.162,,,,,,,,,,,,,,,,,,,,,,50.12,,,398.11,,3981.07,,,,,,,,,,,,,,,,,,,,5011.87,,,,,2511.89,,,
CHEMBL2007064,,158.49,,,100,501.19,,3981.07,,,,,,,199.53,,,,1995.26,630.96,6309.57,,50.12,,251.19,1000,,199.53,,,2511.89,,,,,794.33,,,199.53,63.1,63.1,6309.57,158.49,,1995.26,,630.96,,,6309.57,,50.12,1584.89,1258.93,50.12,,3981.07,,1000,,,15.85,,,,,,794.33,,3981.07,,,1258.93,,1000,,316.23,,,316.23,3162.28,794.33,1000,1584.89,,1000,125.89,,,,1584.89,251.19,,794.33,,,,,,,,,,,,,3981.07,,,2511.89,1995.26,,,316.23,,,2511.89,1258.93,,,,6309.57,398.11,,,,,5011.87,,3981.07,5011.87,,,,,,,,,,,19.95,5011.87,,,,794.33,,1995.26,25.12,,,,5011.87,,630.96,,5011.87,,,39.81,794.33,398.11,,1584.89,,158.49,,794.33,,,251.19
CHEMBL2007336,,1258.93,,,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07
CHEMBL2007574,,398.11,,1995.26,,,1000,5.012,,,,1995.26,,,,,,,,,,125.89,,,794.33,15.85,398.11,,,,,,,,,,,,3981.07,,,,,,,,,,,251.19,,,,251.19,,,,,,2511.89,1000,,,,,10,,,,,2511.89,,,,,3981.07,,,,,,,,,398.11,,,,,,,,,,,,,,,,,,,,,50.12,794.33,,,,,,,,,,,,,,,,,199.53,6.31,,,,,,,,,1.995,100,,,,,,79.43,,,,,,,,3.162,,,,,,,,,,1.259,25.12,,,,,31.62,12.59,,,,19.95,,0.631
CHEMBL2007592,,6309.57,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,1584.89,100,,,,,,,,,1995.26,,,,,,,,,,,1584.89,,,,,,,,1995.26,,,,,,,,,,3162.28,,,,,,,3981.07,,3981.07,,,,,,,,7943.28,,,,,6309.57,7943.28,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,,,,,6309.57,3162.28
CHEMBL422897,,,630.96,,,,,794.33,,,,,,,1000,630.96,,3981.07,,,,79.43,,316.23,1258.93,,,,,,,,3162.28,,,,,1258.93,630.96,3162.28,,1258.93,,,1000,,794.33,,,316.23,,,,,,1995.26,,39.81,501.19,,794.33,,,,,,,,,,,,1995.26,,,,,,,,,,5011.87,,794.33,251.19,,,,,,,,,1584.89,501.19,,,1258.93,,,,,,,794.33,1000,,,,,,,,,,,,,,5011.87,5011.87,,2511.89,25.12,1995.26,,,,,,,,125.89,,,2511.89,,,,1000,,5011.87,,1000,,,,,,,,,31.62,1000,,,,1.995,100,,,,,398.11,0.631,,,,,398.11,1258.93
CHEMBL1419458,,,630.96,,,,,6309.57,,,,,,,,,,,1584.89,,,,316.23,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,6309.57,7943.28,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,
CHEMBL1682341,,,6309.57,,,,,125.89,,,,,,,,,,,,,,,,,3981.07,,,794.33,,,,,,,,2511.89,,3981.07,,,,,,,,,,,,,,,,398.11,5011.87,,39.81,630.96,,,10000,1258.93,,,,63.1,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,316.23,,,,,3981.07,,,,,,,5011.87,,,,,,,2511.89,,,,316.23,,,,,,,,,,,,,398.11,,,,,,,63.1,,,,,630.96,,,,,,,,,,,,,,,,1584.89,,
CHEMBL1682345,,,501.19,,,,,39.81,,,,,,,,,,,,,,,,,,,,316.23,,,,,,3981.07,,1258.93,,1000,,2511.89,,3981.07,50.12,,,,,,,,,,,316.23,630.96,,31.62,251.19,,,2511.89,316.23,,,,,,,,1000,,,,3981.07,3981.07,,1000,,,,,,,,,,,,,,794.33,,,,,6309.57,,,,,,3162.28,,,,100,,,,,2511.89,,,,,,,1995.26,,,,,,,794.33,,,251.19,100,,,,,,,,,,,,,630.96,,794.33,,,,,158.49,,,,,501.19,,,,,,,,,,,199.53,,,,1258.93,125.89,5011.87,
